participant,language,task,word,stop,foll_vowel,type,duration,excl,negvotva,posvotva,
009,en,q1,teaching,t,iː,POS_VOT,74,,,,
009,en,q1,bit,b,ɪ,,,CS,,,
009,en,q1,but,b,ʌ,POS_VOT,28,,,,
009,en,q1,could,k,ʊ,POS_VOT,38,,,,
009,en,q1,given,ɡ,ɪ,POS_VOT,28,,,,
009,en,q1,to,t,ə,POS_VOT,29,,,,
009,en,q1,do,d,uː,,,CS,,,
009,en,q1,to,t,ə,POS_VOT,40,,,,
009,en,q1,be,b,iː,,,NR,,,
009,en,q1,got,ɡ,ɒ,POS_VOT,28,,,,
009,en,q2,days,d,eɪ,,,CS,,,
009,en,q2,parents,p,æ,POS_VOT,15,,,,
009,en,q2,to,t,ə,POS_VOT,41,,,,
009,en,q2,be,b,iː,,,CS,,,
009,en,q2,connected,k,ə,POS_VOT,41,,,,
009,en,q2,but,b,ʌ,POS_VOT,16,,,,
009,en,q2,do,d,uː,NEG_VOT,-50,,,,
009,en,q2,but,b,ʌ,POS_VOT,13,,,,
009,en,q2,to,t,ə,POS_VOT,47,,,,
009,en,q2,be,b,iː,,,CS,,,
009,en,q2,can,k,æ,POS_VOT,54,,,,
009,en,q2,be,b,iː,,,CS,,,
009,en,q2,become,b,ɪ,NEG_VOT,-76,,,,
009,en,q2,dependent,d,ɪ,POS_VOT,25,,,,
009,en,q2,gizmos,ɡ,ɪ,NEG_VOT,-43,,,,
009,en,q2,can,k,æ,POS_VOT,49,,,,
009,en,q2,take,t,eɪ,POS_VOT,65,,,,
009,en,q2,toll,t,ɔː,POS_VOT,44,,,,
009,en,q2,to,t,uː,POS_VOT,85,,,,
009,en,q2,can,k,æ,,,NR,,,
009,en,q2,good,ɡ,ʊ,POS_VOT,34,,,,
009,en,q2,got,ɡ,ɒ,POS_VOT,40,,,,
009,en,q2,be,b,iː,,,CS,,,
009,en,q2,be,b,iː,,,CS,,,
009,en,q2,dependent,d,ɪ,POS_VOT,38,,,,
009,en,q2,technology,t,ɛ,POS_VOT,33,,,,
009,en,q2,to,t,ə,POS_VOT,60,,,,
009,en,q2,gadgets,ɡ,æ,NEG_VOT,-29,,,,
009,en,q2,days,d,eɪ,,,CS,,,
009,en,q2,course,k,ɔː,POS_VOT,43,,,,
009,en,q2,to,t,ə,POS_VOT,55,,,,
009,en,q2,be,b,iː,NEG_VOT,-55,,,,
009,en,q2,technology,t,ɛ,POS_VOT,36,,,,
009,en,q2,to,t,ə,POS_VOT,54,,,,
009,en,q2,be,b,iː,NEG_VOT,-49,,,,
009,en,q2,to,t,ə,,,NR,,,
009,en,q2,but,b,ʌ,POS_VOT,55,,,,
009,en,q2,to,t,uː,POS_VOT,53,,,,
009,en,q2,time,t,aɪ,POS_VOT,79,,,,
009,en,q2,to,t,ə,POS_VOT,41,,,,
009,en,q2,be,b,iː,NEG_VOT,-50,,,,
009,en,q2,don't,d,ɔ,,,CS,,,
009,en,q2,gadgets,ɡ,æ,NEG_VOT,-53,,,,
009,en,q2,dinner,d,ɪ,POS_VOT,42,,,,
009,en,q2,table,t,eɪ,POS_VOT,57,,,,
009,en,q2,tend,t,ɛ,POS_VOT,36,,,,
009,en,q2,to,t,ə,POS_VOT,38,,,,
009,en,q2,together,t,ʊ,POS_VOT,49,,,,
009,en,q2,dinner,d,ɪ,,,CS,,,
009,en,q2,dinner,d,ɪ,,,NR,,,
009,en,q2,table,t,eɪ,POS_VOT,70,,,,
009,en,q2,possible,p,ɒ,,,NR,,,
009,en,q2,possibly,p,ɒ,POS_VOT,30,,,,
009,en,q2,being,b,iː,,,NR,,,
009,en,q2,can,k,ə,,,NV,,,
009,en,q2,together,t,ʊ,POS_VOT,47,,,,
009,en,q2,but,b,ʌ,,,NR,,,
009,en,q2,doesn't,d,ʌ,,,CS,,,
009,en,q2,but,b,ʌ,,,CS,,,
009,en,q2,going,ɡ,əʊ,POS_VOT,23,,,,
009,en,q2,to,t,ə,POS_VOT,35,,,,
009,en,q2,tablet,t,æ,POS_VOT,63,,,,
009,en,q2,going,ɡ,əʊ,POS_VOT,30,,,,
009,en,q2,to,t,ə,POS_VOT,46,,,,
009,en,q2,be,b,iː,,,NR,,,
009,en,q2,to,t,ə,POS_VOT,36,,,,
009,en,q2,because,b,ɪ,,,NR,,,
009,en,q2,difference,d,ɪ,POS_VOT,22,,,,
009,en,q2,between,b,ɪ,POS_VOT,33,,,,
009,en,q2,tablet,t,æ,POS_VOT,81,,,,
009,en,q2,calls,k,ɔː,,,NR,,,
009,en,q2,got,ɡ,ɒ,POS_VOT,26,,,,
009,en,q2,tablet,t,æ,POS_VOT,60,,,,
009,en,q2,disposal,d,ɪ,POS_VOT,15,,,,
009,en,q2,don't,d,əʊ,,,CS,,,
009,en,q2,don't,d,əʊ,,,NR,,,
009,en,q2,big,b,ɪ,POS_VOT,11,,,,
009,en,q2,tablet,t,æ,POS_VOT,65,,,,
009,en,q2,to,t,ə,POS_VOT,46,,,,
009,en,q2,to,t,ə,,,NR,,,
009,en,q2,partner,p,ɑː,POS_VOT,34,,,,
009,en,q2,possible,p,ɒ,POS_VOT,20,,,,
009,en,q2,to,t,ə,POS_VOT,67,,,,
009,en,q2,ties,t,aɪ,,,NV,,,
009,en,q2,give,ɡ,ɪ,POS_VOT,29,,,,
009,en,q2,to,t,ə,POS_VOT,31,,,,
009,en,q2,be,b,iː,,,NR,,,
009,en,q2,to,t,ə,POS_VOT,57,,,,
009,en,q2,good,ɡ,ʊ,,,NR,,,
009,en,q2,to,t,uː,POS_VOT,92,,,,
009,en,q2,bit,b,ɪ,,,CS,,,
009,en,q2,to,t,uː,POS_VOT,89,,,,
009,en,q2,too,t,uː,POS_VOT,62,,,,
009,en,q2,but,b,ʌ,POS_VOT,8,,,,
009,en,q2,can,k,ə,POS_VOT,32,,,,
009,en,q2,balance,b,æ,POS_VOT,21,,,,
009,en,s1,could,k,ʊ,POS_VOT,31,,,,
009,en,s1,be,b,iː,POS_VOT,45,,,,
009,en,s1,bed,b,ɛ,,,NR,,,
009,en,s1,bedtime,b,ɛ,,,CS,,,
009,en,s1,big,b,ɪ,,,NR,,,
009,en,s1,bump,b,ʌ,,,CS,,,
009,en,s1,to,t,uː,POS_VOT,69,,,,
009,en,s1,goes,ɡ,əʊ,,,NR,,,
009,en,s1,to,t,uː,POS_VOT,45,,,,
009,en,s1,talk,t,ɔː,POS_VOT,42,,,,
009,en,s1,to,t,uː,POS_VOT,68,,,,
009,en,s1,bunker,b,ʌ,POS_VOT,13,,,,
009,en,s1,can,k,æ,POS_VOT,61,,,,
009,en,s1,ducky,d,ʌ,,,CS,,,
009,en,s1,characters,k,æ,POS_VOT,53,,,,
009,en,s1,particular,p,ə,POS_VOT,47,,,,
009,en,s1,particular,p,ə,,,NR,,,
009,en,s1,character,k,æ,POS_VOT,47,,,,
009,en,s1,behaving,b,ɪ,POS_VOT,108,,,,
009,en,s1,downcast,d,aʊ,POS_VOT,22,,,,
009,en,s1,perky,p,ɜː,POS_VOT,38,,,,
009,en,s1,turkey,t,ɜː,POS_VOT,69,,,,
009,en,s1,piggly,p,ɪ,POS_VOT,25,,,,
009,en,s1,goaty,ɡ,əʊ,,,CS,,,
009,en,s1,do,d,uː,POS_VOT,25,,,,
009,en,r1,day,d,eɪ,,,NR,,,
009,en,r1,pecking,p,ɛ,,,NR,,,
009,en,r1,dirt,d,ɜː,POS_VOT,31,,,,
009,en,r1,tasty,t,ɪ,POS_VOT,37,,,,
009,en,r1,dear,d,ɪ,,,NR,,,
009,en,r1,disataser,d,ɪ,,,VA,-48,26,
009,en,r1,bit,b,ɪ,,,NR,,,
009,en,r1,could,k,ʊ,POS_VOT,53,,,,
009,en,r1,big,b,ɪ,,,NR,,,
009,en,r1,painful,p,eɪ,,,NR,,,
009,en,r1,bump,b,ʌ,POS_VOT,12,,,,
009,en,r1,better,b,ɛ,POS_VOT,14,,,,
009,en,r1,panicked,p,æ,POS_VOT,72,,,,
009,en,r1,ducky,d,ʌ,POS_VOT,33,,,,
009,en,r1,doing,d,uː,NEG_VOT,-76,,,,
009,en,r1,backstroke,b,æ,POS_VOT,10,,,,
009,en,r1,pond,p,ɑ,POS_VOT,79,,,,
009,en,r1,get,ɡ,ɛ,POS_VOT,29,,,,
009,en,r1,bath,b,ɑː,POS_VOT,15,,,,
009,en,r1,calm,k,ɒː,POS_VOT,107,,,,
009,en,r1,ducky,d,ʌ,POS_VOT,15,,,,
009,en,r1,puffing,p,ʌ,POS_VOT,27,,,,
009,en,r1,time,t,aɪ,POS_VOT,77,,,,
009,en,r1,dog,d,ɑ,NEG_VOT,-59,,,,
009,en,r1,time,t,aɪ,POS_VOT,29,,,,
009,en,r1,to,t,uː,POS_VOT,49,,,,
009,en,r1,bathe,b,æ,,,NR,,,
009,en,r1,to,t,ə,POS_VOT,71,,,,
009,en,r1,bump,b,ʌ,POS_VOT,8,,,,
009,en,r1,ducky,d,ʌ,POS_VOT,21,,,,
009,en,r1,could,k,ʊ,POS_VOT,44,,,,
009,en,r1,boy,b,ɔɪ,POS_VOT,22,,,,
009,en,r1,coward,k,aʊ,POS_VOT,72,,,,
009,en,r1,get,g,ɛ,POS_VOT,31,,,,
009,en,r1,come,k,ʌ,POS_VOT,44,,,,
009,en,r1,better,b,ɛ,,,NR,,,
009,en,r1,down,d,aʊ,POS_VOT,15,,,,
009,en,r1,path,p,ɑː,POS_VOT,37,,,,
009,en,r1,pair,p,ɛ,POS_VOT,53,,,,
009,en,r1,poor,p,ɒ,POS_VOT,64,,,,
009,en,r1,burst,b,ɜː,,,NR,,,
009,en,r1,tears,t,ɪə,POS_VOT,77,,,,
009,en,r1,don't,d,əʊ,NEG_VOT,-58,,,,
009,en,r1,bit,b,ɪ,POS_VOT,12,,,,
009,en,r1,delicate,d,ɛ,POS_VOT,35,,,,
009,en,r1,courage,k,ʌ,POS_VOT,47,,,,
009,en,r1,ducky,d,ʌ,,,NR,,,
009,en,r1,to,t,ə,POS_VOT,93,,,,
009,en,r1,got,ɡ,ɑ,POS_VOT,43,,,,
009,en,r1,tissue,t,ɪ,POS_VOT,61,,,,
009,en,r1,down,d,aʊ,POS_VOT,25,,,,
009,en,r1,perky,p,ɜː,POS_VOT,49,,,,
009,en,r1,turkey,t,ɜː,POS_VOT,88,,,,
009,en,r1,picking,p,ɪ,,,NR,,,
009,en,r1,perky,p,ɜː,POS_VOT,42,,,,
009,en,r1,turkey,t,ɜː,POS_VOT,44,,,,
009,en,r1,day,d,eɪ,,,NR,,,
009,en,r1,day,d,eɪ,,,NR,,,
009,en,r1,perky,p,ɜː,,,NR,,,
009,en,r1,turkey,t,ɜː,POS_VOT,44,,,,
009,en,r1,dear,d,iː,,,VA,-83,20,
009,en,r1,disaster,d,ɪ,,,NR,,,
009,en,r1,bawled,b,ɒː,POS_VOT,20,,,,at 170 s
009,en,r1,doomed,d,uː,POS_VOT,34,,,,
009,en,r1,goodness,ɡ,ʊ,POS_VOT,10,,,,
009,en,r1,can't,k,æ,,,NV,,,
009,en,r1,be,b,iː,POS_VOT,12,,,,
009,en,r1,bad,b,æ,,,NR,,,
009,en,r1,perky,p,ɜː,POS_VOT,22,,,,
009,en,r1,turkey,t,ɜː,POS_VOT,42,,,,
009,en,r1,to,t,ə,POS_VOT,44,,,,
009,en,r1,down,d,aʊ,POS_VOT,23,,,,
009,en,r1,be,b,iː,NEG_VOT,-29,,,,
009,en,r1,declare,d,ɪ,POS_VOT,27,,,,
009,en,r1,ducky,d,ʌ,POS_VOT,24,,,,
009,en,r1,coordinating,k,ə,POS_VOT,50,,,,
009,en,r1,better,b,ɛ,,,NR,,,
009,en,r1,come,k,ʌ,POS_VOT,66,,,,
009,en,r1,perky,p,ɜː,POS_VOT,22,,,,
009,en,r1,turkey,t,ɜː,POS_VOT,57,,,,
009,en,r1,count,k,aʊ,POS_VOT,57,,,,
009,en,r1,down,d,aʊ,POS_VOT,34,,,,
009,en,r1,by,b,aɪ,,,NR,,,
009,en,r1,bog,b,ɑ,,,NR,,,
009,en,r1,piggly,p,ɪ,,,NR,,,
009,en,r1,piece,p,iː,POS_VOT,38,,,,
009,en,r1,piggy,p,ɪ,POS_VOT,14,,,,
009,en,r1,panicking,p,æ,POS_VOT,73,,,,
009,en,r1,paranoid,p,æ,POS_VOT,73,,,,
009,en,r1,got,ɡ,ɑ,POS_VOT,21,,,,
009,en,r1,told,t,əʊ,POS_VOT,40,,,,
009,en,r1,bird,b,ɜː,,,CS,,,
009,en,r1,but,b,ʌ,POS_VOT,15,,,,
009,en,r1,could,k,ʊ,POS_VOT,50,,,,
009,en,r1,barely,b,ɛ,POS_VOT,23,,,,
009,en,r1,piggly,p,ɪ,POS_VOT,27,,,,
009,en,r1,pathetic,p,ə,POS_VOT,26,,,,
009,en,r1,don't,d,ɑ,POS_VOT,17,,,,
009,en,r1,big,b,ɪ,,,NR,,,
009,en,r1,getting,ɡ,ɛ,POS_VOT,31,,,,
009,en,r1,beyond,b,ɪ,,,NR,,,
009,en,r1,began,b,ɪ,,,CS,,,
009,en,r1,to,t,uː,POS_VOT,60,,,,
009,en,r1,ducky,d,ʌ,POS_VOT,30,,,,
009,en,r1,but,b,ʌ,,,NR,,,
009,en,r1,to,t,ə,,,NR,,,
009,en,r1,to,t,ə,POS_VOT,68,,,,
009,en,r1,bunker,b,ʌ,POS_VOT,13,,,,
009,en,r1,to,t,ə,,,NR,,,
009,en,r1,piggly,p,ɪ,,,NR,,,
009,en,r1,to,t,ə,POS_VOT,48,,,,
009,en,r1,do,d,uː,POS_VOT,26,,,,
009,en,r1,come,k,ʌ,POS_VOT,72,,,,
009,en,r1,two,t,uː,POS_VOT,53,,,,
009,en,r1,don't,d,o,POS_VOT,34,,,,
009,en,r1,perky,p,ɜː,POS_VOT,16,,,,
009,en,r1,turkey,t,ɜː,POS_VOT,47,,,,
009,en,r1,can,k,æ,POS_VOT,38,,,,
009,en,r1,beak,b,iː,,,NR,,,
009,en,r1,too,t,uː,POS_VOT,55,,,,
009,en,r1,piggly,p,ɪ,,,NR,,,
009,en,r1,down,d,aʊ,POS_VOT,20,,,,
009,en,r1,beside,b,ɪ,,,NR,,,
009,en,r1,could,k,ʊ,POS_VOT,42,,,,
009,en,r1,keep,k,iː,POS_VOT,67,,,,
009,en,r1,down,d,aʊ,POS_VOT,21,,,,
009,en,r1,got,ɡ,ɒ,POS_VOT,36,,,,
009,en,r1,poisoned,p,ɔɪ,POS_VOT,48,,,,
009,en,r1,ducky,d,ʌ,POS_VOT,38,,,,
009,en,r1,pull,p,ʊ,POS_VOT,47,,,,
009,en,r1,together,t,ə,POS_VOT,57,,,,
009,en,r1,come,k,ʌ,POS_VOT,45,,,,
009,en,r1,to,t,ə,POS_VOT,34,,,,
009,en,r1,doomsday,d,uː,POS_VOT,36,,,,
009,en,r1,confused,k,ə,POS_VOT,41,,,,
009,en,r1,today,t,ə,POS_VOT,39,,,,
009,en,r1,couldn't,k,ʊ,POS_VOT,49,,,,
009,en,r1,piggly,p,ɪ,POS_VOT,17,,,,
009,en,r1,pickled,p,ɪ,,,NR,,,
009,en,r1,belongs,b,ɪ,,,CS,,,
009,en,r1,to,t,ə,POS_VOT,43,,,,
009,en,r1,get,ɡ,ɛ,POS_VOT,28,,,,
009,en,r1,to,t,uː,POS_VOT,62,,,,
009,en,r1,bunker,b,ʌ,,,NR,,,
009,en,r1,time,t,aɪ,,,NR,,,
009,en,r1,ducky,d,ʌ,POS_VOT,39,,,,
009,en,r1,together,t,ə,POS_VOT,48,,,,
009,en,r1,talk,t,ɒ,POS_VOT,44,,,,
009,en,r1,perish,p,ɛ,,,NR,,,
009,en,r1,down,d,aʊ,POS_VOT,14,,,,
009,en,r1,beside,b,i,,,NR,,,
009,en,r1,gave,ɡ,eɪ,POS_VOT,37,,,,
009,en,r1,burp,b,ɝ,POS_VOT,14,,,,
009,en,r1,but,b,ʌ,POS_VOT,14,,,,
009,en,r1,can,k,æ,POS_VOT,41,,,,
009,en,r1,pub,p,ʌ,POS_VOT,20,,,,
009,en,r1,down,d,aʊ,POS_VOT,32,,,,
009,en,r1,goaty,ɡ,əʊ,POS_VOT,53,,,,
009,en,r1,goaty,ɡ,əʊ,POS_VOT,39,,,,
009,en,r1,goodie,ɡ,ʊ,POS_VOT,27,,,,
009,en,r1,panic,p,æ,,,NR,,,
009,en,r1,get,ɡ,ɛ,POS_VOT,20,,,,
009,en,r1,bump,b,ʌ,NEG_VOT,-69,,,,
009,en,r1,gave,ɡ,eɪ,,,NR,,,
009,en,r1,gobbled,ɡ,ɒ,NEG_VOT,-67,,,,
009,en,r1,perky,p,ɜː,POS_VOT,59,,,,
009,en,r1,turkey,t,ɜː,POS_VOT,69,,,,
009,en,r1,be,b,iː,POS_VOT,19,,,,
009,en,r1,but,b,ʌ,POS_VOT,12,,,,
009,en,r1,be,b,iː,,,NR,,,
009,en,r1,keep,k,iː,POS_VOT,50,,,,
009,en,r1,goaty,ɡ,əʊ,POS_VOT,32,,,,
009,en,r1,get,ɡ,ɑ,POS_VOT,32,,,,
009,en,r1,turkey,t,ɜː,POS_VOT,61,,,,
009,en,r1,can,k,æ,POS_VOT,52,,,,
009,en,r1,count,k,aʊ,POS_VOT,55,,,,
009,en,r1,ducky,d,ʌ,POS_VOT,43,,,,
009,en,r1,behave,b,ɪ,POS_VOT,11,,,,
009,en,r1,goatie,ɡ,əʊ,POS_VOT,21,,,,
009,en,r1,time,t,aɪ,POS_VOT,43,,,,
009,en,r1,coordinating,k,ə,POS_VOT,53,,,,
009,en,r1,goaty,ɡ,əʊ,,,NR,,,
009,en,r1,pithy,p,ɪ,POS_VOT,49,,,,
009,en,r1,people,p,iː,POS_VOT,21,,,,
009,en,r1,call,k,ɒ,,,NR,,,
009,en,r1,ducky,d,ʌ,POS_VOT,34,,,,
009,en,r1,bowing,b,əʊ,POS_VOT,19,,,,
009,en,r1,but,b,ʌ,POS_VOT,16,,,,
009,en,r1,going,ɡ,əʊ,POS_VOT,55,,,,
009,en,r1,bit,b,ɪ,,,NR,,,
009,en,r1,piggly,p,ɪ,POS_VOT,9,,,,
009,en,r1,delays,d,ə,POS_VOT,41,,,,
009,en,r1,can,k,æ,POS_VOT,49,,,,
009,en,r1,go,ɡ,əʊ,,,NR,,,
009,en,r1,dehydrated,d,iː,POS_VOT,32,,,,
009,en,r1,boy,b,ɔɪ,POS_VOT,25,,,,
009,en,r1,goaty,ɡ,əʊ,,,CS,,,
009,en,r1,good,ɡ,ʊ,,,NR,,,
009,en,r1,disaster,d,ɪ,POS_VOT,18,,,,
009,en,sen,pot,p,ɑ,POS_VOT,36,,,,
009,en,sen,tea,t,iː,POS_VOT,82,,,,at 1 s
009,en,sen,to,t,ə,POS_VOT,43,,,,
009,en,sen,pass,p,ɑː,POS_VOT,79,,,,
009,en,sen,cut,k,ʌ,POS_VOT,46,,,,
009,en,sen,pie,p,aɪ,POS_VOT,73,,,,
009,en,sen,parts,p,ɑː,POS_VOT,66,,,,
009,en,sen,cooked,k,ʊ,POS_VOT,60,,,,
009,en,sen,before,b,ɪ,POS_VOT,23,,,,
009,en,sen,bell,b,ɛ,,,NR,,,
009,en,sen,bind,b,aɪ,POS_VOT,17,,,,
009,en,sen,books,b,ʊ,POS_VOT,20,,,,
009,en,sen,tusk,t,ʌ,POS_VOT,54,,,,
009,en,sen,to,t,ə,POS_VOT,65,,,,
009,en,sen,costly,k,ɒ,POS_VOT,82,,,,
009,en,sen,gifts,ɡ,ɪ,,,NR,,,
009,en,sen,tiny,t,aɪ,POS_VOT,67,,,,
009,en,sen,girl,ɡ,ɝ,POS_VOT,29,,,,
009,en,sen,took,t,ʊ,POS_VOT,78,,,,
009,en,sen,days,d,eɪ,,,NR,,,
009,en,sen,dish,d,ɪ,,,CS,,,
009,en,sen,kitten,k,ɪ,POS_VOT,58,,,,
009,en,sen,dog,d,ɑ,POS_VOT,27,,,,
009,en,sen,down,d,aʊ,POS_VOT,33,,,,
009,en,sen,corn,k,ɔː,POS_VOT,76,,,,
009,en,sen,cobs,k,ɑ,POS_VOT,49,,,,
009,en,sen,can,k,æ,POS_VOT,53,,,,
009,en,sen,be,b,iː,,,NR,,,
009,en,sen,to,t,uː,POS_VOT,59,,,,
009,en,sen,kind,k,aɪ,POS_VOT,60,,,,
009,en,sen,kindle,k,aɪ,POS_VOT,62,,,,
009,en,sen,gift,ɡ,ɪ,POS_VOT,22,,,,
009,en,sen,to,t,uː,POS_VOT,68,,,,
009,en,sen,buyer,b,aɪ,,,NR,,,
009,en,sen,good,ɡ,ʊ,POS_VOT,37,,,,
009,en,sen,gain,ɡ,eɪ,,,CS,,,
009,en,sen,good,ɡ,ʊ,POS_VOT,26,,,,
009,en,sen,cook,k,ʊ,POS_VOT,45,,,,
010,en,q1,today,t,ə,POS_VOT,62,,,,
010,en,q1,days,d,eɪ,POS_VOT,18,,,,
010,en,q1,path,p,ɑː,POS_VOT,118,,,,
010,en,q1,career,c,ə,POS_VOT,62,,,,
010,en,q1,because,b,ɪ,POS_VOT,8,,,,
010,en,q1,teacher,t,iː,POS_VOT,83,,,,
010,en,q1,got,ɡ,ɒ,POS_VOT,35,,,,
010,en,q1,degree,d,ɪ,POS_VOT,22,,,,
010,en,q1,decided,d,ɪ,,,NR,,,
010,en,q1,to,t,ə,POS_VOT,57,,,,
010,en,q1,teach,t,iː,POS_VOT,56,,,,
010,en,q1,did,d,ɪ,POS_VOT,12,,,,
010,en,q1,didn't,d,ɪ,POS_VOT,10,,,,
010,en,q1,comfortable,k,ə,,,NR,,,
010,en,q1,to,t,uː,POS_VOT,76,,,,
010,en,q1,kind,k,aɪ,POS_VOT,45,,,,
010,en,q1,got,ɡ,ɒ,POS_VOT,25,,,,
010,en,q1,degree,d,ɪ,POS_VOT,18,,,,
010,en,q1,got,ɡ,ɒ,POS_VOT,14,,,,
010,en,q1,degree,d,ɪ,POS_VOT,21,,,,
010,en,q1,because,b,ɪ,,,NR,,,
010,en,q1,parents,p,æ,POS_VOT,73,,,,
010,en,q1,to,t,uː,POS_VOT,89,,,,
010,en,q1,to,t,ə,POS_VOT,45,,,,
010,en,q1,because,b,ɪ,POS_VOT,19,,,,
010,en,q1,didn't,d,ɪ,POS_VOT,7,,,,
010,en,q1,people,p,iː,,,NR,,,
010,en,q1,could,k,ʊ,POS_VOT,47,,,,
010,en,q1,teaching,t,iː,POS_VOT,67,,,,
010,en,q1,been,b,ɪ,POS_VOT,17,,,,
010,en,q1,publisher,p,ʌ,POS_VOT,20,,,,
010,en,q1,got,ɡ,ɒ,,,VA,-80,35,at 95 s
010,en,q1,but,b,ʌ,POS_VOT,23,,,,
010,en,q1,been,b,ɪ,POS_VOT,11,,,,
010,en,q1,two,t,uː,POS_VOT,83,,,,
010,en,q1,been,b,ɪ,,,NR,,,
010,en,q1,time,t,aɪ,POS_VOT,49,,,,
010,en,q1,times,t,aɪ,POS_VOT,15,,,,
010,en,q1,two,t,uː,POS_VOT,79,,,,
010,en,q1,different,d,ɪ,POS_VOT,11,,,,
010,en,q1,to,t,uː,POS_VOT,71,,,,
010,en,q1,doing,d,uː,POS_VOT,34,,,,
010,en,q1,different,d,ɪ,POS_VOT,17,,,,
010,en,q1,became,b,ɪ,,,NR,,,
010,en,q1,to,t,ə,POS_VOT,69,,,,
010,en,q1,be,b,iː,,,NR,,,
010,en,q1,because,b,ɪ,,,NR,,,
010,en,q1,to,t,ə,POS_VOT,36,,,,
010,en,q1,to,t,ə,POS_VOT,59,,,,
010,en,q1,to,t,uː,POS_VOT,60,,,,
010,en,q1,be,b,iː,POS_VOT,11,,,,
010,en,q1,but,b,ʌ,POS_VOT,11,,,,
010,en,q1,totally,t,əʊ,POS_VOT,38,,,,
010,en,q1,doing,d,uː,POS_VOT,35,,,,
010,en,q1,colleagues,k,ə,POS_VOT,75,,,,
010,en,q1,paper,p,eɪ,,,NR,,,
010,en,q1,part,p,ɑː,POS_VOT,31,,,,
010,en,q1,biggest,b,ɪ,,,NR,,,
010,en,q1,daily,d,eɪ,POS_VOT,17,,,,
010,en,q1,times,t,aɪ,POS_VOT,40,,,,
010,en,q1,doing,d,uː,POS_VOT,35,,,,
010,en,q2,big,b,ɪ,POS_VOT,10,,,,
010,en,q2,biggest,b,ɪ,POS_VOT,11,,,,
010,en,q2,kabital,k,æ,POS_VOT,55,,,,
010,en,q2,but,b,ʌ,,,NR,,,
010,en,q2,kind,k,aɪ,POS_VOT,53,,,,
010,en,q2,kind,k,aɪ,POS_VOT,47,,,,
010,en,q2,being,b,iː,POS_VOT,8,,,,
010,en,q2,to,t,ə,POS_VOT,29,,,,
010,en,q2,but,b,ʌ,,,VA,-73,17,
010,en,q2,didn't,d,ɪ,POS_VOT,16,,,,
010,en,q2,don't,d,əʊ,,,VA,-73,18,
010,en,q2,density,d,ɛ,POS_VOT,14,,,,
010,en,q2,downtown,d,aʊ,POS_VOT,23,,,,
010,en,q2,don't,d,əʊ,POS_VOT,11,,,,
010,en,q2,too,t,uː,POS_VOT,37,,,,
010,en,q2,too,t,uː,POS_VOT,57,,,,
010,en,q2,too,t,uː,POS_VOT,58,,,,
010,en,q2,people,p,iː,POS_VOT,72,,,,
010,en,q2,to,t,uː,POS_VOT,83,,,,
010,en,q2,be,b,iː,POS_VOT,23,,,,
010,en,q2,bit,b,ɪ,,,NR,,,
010,en,q2,but,b,ʌ,POS_VOT,23,,,,
010,en,q2,to,t,ə,POS_VOT,78,,,,
010,en,q2,because,b,ɪ,POS_VOT,23,,,,
010,en,q2,to,t,ə,POS_VOT,52,,,,
010,en,q2,go,ɡ,əʊ,,,NR,,,
010,en,q2,to,t,uː,POS_VOT,64,,,,
010,en,q2,to,t,uː,POS_VOT,70,,,,
010,en,q2,go,ɡ,əʊ,POS_VOT,33,,,,
010,en,q2,to,t,uː,POS_VOT,104,,,,
010,en,q2,to,t,uː,POS_VOT,84,,,,
010,en,q2,to,t,ə,POS_VOT,26,,,,
010,en,q2,but,b,ʌ,POS_VOT,11,,,,
010,en,q2,don't,d,əʊ,POS_VOT,12,,,,
010,en,q2,to,t,ə,POS_VOT,87,,,,
010,en,s1,tale,t,eɪ,POS_VOT,96,,,,
010,en,s1,different,d,ɪ,POS_VOT,7,,,,
010,en,s1,characters,k,a,POS_VOT,75,,,,
010,en,s1,basically,b,eɪ,POS_VOT,7,,,,
010,en,s1,but,b,ʌ,POS_VOT,15,,,,
010,en,s1,characteristics,k,a,POS_VOT,70,,,,
010,en,s1,talk,t,ɒː,POS_VOT,99,,,,at 16 s
010,en,s1,toxic,t,ɑ,POS_VOT,9,,,,
010,en,s1,positivity,p,ɔ,POS_VOT,50,,,,
010,en,s1,down,d,aʊ,NEG_VOT,-96,,,,
010,en,s1,team,t,iː,POS_VOT,83,,,,
010,en,s1,doesn't,d,ʌ,POS_VOT,13,,,,
010,en,s1,to,t,ə,POS_VOT,60,,,,
010,en,s1,be,b,iː,POS_VOT,14,,,,
010,en,s1,parts,p,ɑː,POS_VOT,26,,,,
010,en,s1,to,t,ə,POS_VOT,24,,,,
010,en,s1,to,t,ə,POS_VOT,79,,,,
010,en,s1,be,b,iː,POS_VOT,24,,,,
010,en,s1,kind,k,aɪ,POS_VOT,70,,,,
010,en,s1,believes,b,ɪ,,,NR,,,
010,en,s1,going,ɡ,əʊ,,,NR,,,
010,en,s1,to,t,ə,POS_VOT,52,,,,
010,en,s1,to,t,ə,POS_VOT,48,,,,
010,en,s1,because,b,ɪ,POS_VOT,21,,,,
010,en,s1,down,d,aʊ,POS_VOT,17,,,,
010,en,s1,but,b,ʌ,POS_VOT,13,,,,
010,en,s1,kind,k,aɪ,POS_VOT,37,,,,
010,en,s1,difficult,d,ɪ,POS_VOT,15,,,,
