51,1,13
51,1,22
51,1,22
51,1,26
51,1,21
51,1,29
51,1,27
51,1,24
51,1,17
51,1,21
51,1,24
51,1,24
51,1,43
51,1,23
51,1,22
51,1,27
51,1,23
51,1,13
51,1,15
51,1,13
51,1,20
51,1,25
51,1,29
51,1,30
51,1,22
51,1,19
51,1,27
51,1,17
51,1,20
51,1,32
51,1,21
51,1,36
51,1,22
51,1,30
51,1,34
51,1,28
51,1,22
51,1,11
51,2,23
51,2,27
51,2,19
51,2,29
51,2,27
51,2,24
51,2,18
51,2,20
51,2,20
51,2,28
51,2,25
51,2,21
51,2,27
51,2,25
51,2,30
51,2,27
51,2,27
51,2,18
51,2,15
51,2,20
51,2,21
51,2,5
51,2,33
51,2,29
51,2,22
51,2,48
51,2,18
51,2,26
51,2,23
51,2,27
51,2,14
51,2,21
51,2,30
51,2,24
51,2,29
51,2,14
51,2,16
51,2,21
51,2,19
51,2,16
51,2,27
51,2,19
51,2,14
51,2,29
51,2,42
51,2,19
51,2,24
51,2,26
51,2,17
51,2,39
51,2,23
51,2,37
51,2,15
51,2,22
51,2,15
51,2,22
51,2,19
52,1,19
52,1,17
52,1,26
52,1,17
52,1,15
52,1,27
52,1,25
52,1,20
52,1,15
52,1,17
52,1,17
52,1,19
52,1,20
52,1,30
52,1,17
52,1,25
52,1,27
52,1,20
52,1,22
52,1,13
52,1,18
52,1,31
52,1,25
52,1,22
52,1,14
52,1,12
52,1,12
52,1,14
52,1,31
52,1,17
52,1,18
52,1,17
52,1,23
52,1,18
52,1,22
52,1,20
52,1,15
52,1,22
52,1,17
52,1,15
52,1,24
52,1,27
52,1,22
52,1,25
52,1,17
52,1,19
52,1,22
52,1,34
52,1,19
52,1,25
52,1,23
52,1,18
52,1,17
52,1,20
52,1,22
52,1,36
52,1,14
52,1,21
52,1,30
52,1,18
52,1,15
52,1,23
52,1,24
52,1,17
52,1,27
52,1,11
52,1,22
52,1,38
52,2,11
52,2,19
52,2,20
52,2,26
52,2,21
52,2,25
52,2,15
52,2,14
52,2,10
52,2,13
52,2,24
52,2,21
52,2,24
52,2,15
52,2,21
52,2,18
52,2,14
52,2,17
52,2,31
52,2,25
52,2,15
52,2,18
52,2,19
52,2,19
52,2,20
52,2,27
52,2,24
52,2,13
52,2,13
52,2,10
52,2,15
52,2,22
52,2,27
52,2,40
52,2,31
52,2,22
52,2,18
52,2,27
52,2,27
52,2,36
52,2,30
52,2,24
52,2,31
52,2,25
52,2,24
52,2,37
52,2,21
52,2,25
52,2,18
52,2,20
52,2,24
52,2,19
52,2,18
52,2,25
52,2,17
52,2,27
52,2,14
52,2,23
52,2,14
52,2,21
52,2,29
52,2,21
52,2,27
52,2,18
52,2,15
52,2,19
52,2,18
52,2,22
52,2,26
52,2,15
52,2,19
52,2,22
52,2,22
52,2,21
52,2,21
52,2,23
52,2,28
52,2,16
52,2,32
52,2,15
52,2,24
52,2,24
52,2,29
52,2,16
52,2,19
52,2,33
52,2,38
52,2,18
52,2,24
52,2,27
52,2,27
52,2,25
52,2,31
52,2,23
52,2,41
52,2,23
52,2,28
52,2,25
52,2,29
52,2,29
52,2,22
52,2,18
52,2,30
52,2,22
53,1,22
53,1,25
53,1,25
53,1,20
53,1,34
53,1,19
53,1,26
53,1,25
53,1,27
53,1,43
53,1,20
53,1,19
53,1,23
53,1,22
53,1,32
53,1,18
53,1,21
