1,1,42
1,1,53
1,1,42
1,1,36
1,1,56
1,1,88
1,1,79
1,1,59
1,1,39
1,1,70
1,1,96
1,1,51
1,1,45
1,1,83
1,1,47
1,1,53
1,1,46
1,1,73
1,1,18
1,1,64
1,1,100
1,1,96
1,1,73
1,1,91
1,1,79
1,1,70
1,1,70
1,1,37
1,1,85
1,1,39
1,1,57
1,1,61
1,2,41
1,2,34
1,2,30
1,2,30
1,2,79
1,2,40
1,2,83
1,2,99
1,2,56
1,2,19
1,2,68
1,2,65
1,2,54
1,2,85
1,2,42
1,2,39
1,2,44
1,2,37
1,2,42
1,2,68
1,2,72
1,2,34
1,2,23
1,2,35
1,2,21
1,2,86
1,2,38
1,2,36
1,2,35
1,2,37
1,2,29
1,2,38
1,2,35
1,2,46
1,2,21
1,2,75
1,2,17
1,2,59
1,2,58
1,2,42
2,1,114
2,1,54
2,1,61
2,1,70
2,1,85
2,1,55
2,1,57
2,1,83
2,1,63
2,1,75
2,1,80
2,1,102
2,1,60
2,1,115
2,1,88
2,1,94
2,1,83
2,1,75
2,1,66
2,1,74
2,1,60
2,1,86
2,1,91
2,1,91
2,1,51
2,1,46
2,1,86
2,1,75
2,1,62
2,1,65
2,1,85
2,1,75
2,1,60
2,2,59
2,2,92
2,2,63
2,2,55
2,2,56
2,2,39
2,2,67
2,2,97
2,2,86
2,2,63
2,2,58
2,2,86
2,2,70
2,2,73
2,2,73
2,2,39
2,2,71
2,2,44
2,2,62
2,2,52
2,2,96
2,2,94
2,2,85
2,2,58
2,2,36
2,2,57
2,2,50
2,2,61
2,2,71
2,2,48
2,2,62
2,2,68
2,2,114
2,2,69
2,2,66
2,2,104
2,2,75
2,2,91
5,1,50
5,1,63
5,1,34
5,1,42
5,1,54
5,1,80
5,1,47
5,1,105
5,1,115
5,1,56
5,1,40
5,1,62
5,1,51
5,1,51
5,1,71
5,1,31
5,1,52
5,1,40
5,1,79
5,1,87
5,1,44
5,1,39
5,1,47
5,1,56
5,1,63
5,1,30
5,1,44
5,1,46
5,1,63
5,1,51
5,1,77
5,2,33
5,2,76
5,2,53
5,2,58
5,2,80
5,2,49
5,2,65
5,2,73
5,2,68
5,2,64
5,2,57
5,2,67
5,2,26
5,2,58
5,2,42
5,2,55
5,2,43
5,2,47
