61,1,33.539362
61,1,48.781328
61,1,60.798981
61,1,40.088679
61,1,46.142389
61,1,42.148385
61,1,39.891523
61,1,47.247867
61,1,28.225755
61,1,56.745274
61,2,59.907375
61,2,67.44941
61,2,47.949363
61,2,55.13753
61,2,61.683358
61,2,45.682767
61,2,37.385247
61,2,66.250845
62,1,43.003205
62,1,51.748044
62,1,41.599921
62,1,50.852985
62,1,41.453432
62,1,77.853853
62,1,50.636997
62,1,48.125522
62,1,86.349807
62,1,39.662142
62,2,61.176685
62,2,57.348774
62,2,56.152131
62,2,81.074746
62,2,40.010542
62,2,45.807691
62,2,62.588634
62,2,51.840342
62,2,42.998658
63,1,43.233413
63,1,42.379198
63,1,40.1048
63,1,50.932174
63,1,39.844101
63,1,47.857668
63,1,55.749552
63,1,57.824064
63,1,57.694962
63,1,53.764179
63,2,61.116449
63,2,39.479136
63,2,67.085751
63,2,59.675264
63,2,39.978973
63,2,37.215525
63,2,37.457059
63,2,44.563939
64,1,45.912408
64,1,41.180763
64,1,45.156442
64,1,36.442446
64,1,61.848447
64,1,63.55331
64,1,41.180908
64,1,52.997322
64,1,53.099654
64,1,70.799887
64,2,46.003201
64,2,62.676692
64,2,58.683481
64,2,44.524139
64,2,47.737785
64,2,62.735477
64,2,63.440004
64,2,40.05678
64,2,46.748222
65,1,54.108422
65,1,16.607252
65,1,48.232461
65,1,48.683293
65,1,39.505489
65,1,50.687725
65,1,44.75977
65,2,62.070691
65,2,64.53102
65,2,62.319695
65,2,79.903819
65,2,41.234968
65,2,68.401766
66,1,56.344827
66,1,67.278234
66,1,76.769855
66,1,84.696692
66,1,75.314787
66,1,78.157634
66,1,58.343737
66,1,66.107943
66,1,81.696506
66,1,68.339318
66,2,59.042331
66,2,67.22714
66,2,76.555911
66,2,84.224664
66,2,90.948465
66,2,86.813804
66,2,75.284327
66,2,78.606363
66,2,113.959311
67,1,43.707422
67,1,49.691503
67,1,77.873009
67,1,80.340423
67,1,70.516348
67,1,43.784412
67,1,74.767205
67,1,44.508142
67,1,61.927268
67,2,58.374242
67,2,61.16747
67,2,41.141533
67,2,43.632807
67,2,85.391145
67,2,55.005359
67,2,71.535147
67,2,56.611501
68,1,72.279677
68,1,46.208587
68,1,54.681962
68,1,49.625748
68,1,45.086868
68,1,41.101579
68,1,53.749303
68,1,64.712676
68,1,50.033321
68,1,53.653393
68,2,41.223081
68,2,67.116505
68,2,43.845058
68,2,49.210159
68,2,47.271357
68,2,58.310121
68,2,64.741992
68,2,33.365284
68,2,42.168009
69,1,72.463073
69,1,51.169866
69,1,37.813349
69,1,66.103491
69,1,58.069123
69,1,64.265909
69,1,61.84537
69,1,52.870487
69,1,67.409023
69,1,49.512241
69,2,44.521553
69,2,43.970753
69,2,80.9559
69,2,58.066507
