51,1,9
51,1,14
51,1,9
51,1,8
51,1,15
51,1,8
51,1,10
51,1,13
51,1,9
51,1,7
51,1,5
51,1,9
51,1,10
51,1,10
51,1,11
51,2,8
51,2,9
51,2,6
51,2,7
51,2,13
51,2,9
51,2,10
51,2,12
51,2,13
51,2,8
51,2,11
51,2,11
51,2,9
51,2,12
51,2,17
51,2,7
51,2,5
52,1,18
52,1,13
52,1,23
52,1,25
52,1,18
52,1,12
52,1,26
52,1,21
52,1,18
52,1,5
52,1,21
52,1,16
52,1,13
52,1,12
52,2,11
52,2,21
52,2,16
52,2,17
52,2,17
52,2,22
52,2,14
52,2,9
52,2,10
52,2,13
52,2,25
52,2,26
52,2,21
52,2,23
53,1,17
53,1,24
53,1,18
53,1,10
53,1,18
53,2,15
53,2,15
53,2,39
53,2,52
53,2,23
53,2,31
54,1,13
54,1,17
54,1,20
54,1,7
54,1,16
54,1,18
54,1,13
54,1,20
54,1,14
54,1,16
54,1,16
54,1,18
54,1,14
54,1,19
54,1,17
54,1,24
54,2,17
54,2,24
54,2,8
54,2,19
54,2,20
54,2,11
54,2,13
54,2,18
54,2,13
54,2,18
54,2,27
54,2,20
54,2,25
54,2,13
54,2,26
54,2,17
56,1,14
56,1,14
56,1,14
56,1,19
56,1,16
56,1,18
56,1,20
56,1,12
56,1,13
56,1,19
56,1,9
56,2,8
56,2,34
56,2,14
56,2,13
56,2,13
56,2,21
56,2,22
56,2,26
56,2,15
56,2,33
56,2,24
57,1,22
57,1,11
57,1,10
57,1,21
57,1,19
57,1,17
57,1,13
57,1,13
57,1,20
57,1,16
57,1,23
57,1,24
57,2,37
57,2,20
57,2,15
57,2,17
57,2,19
57,2,9
57,2,29
57,2,20
57,2,22
57,2,25
57,2,22
57,2,15
510,1,9
510,1,17
510,1,17
510,1,5
510,1,17
510,1,17
510,1,15
510,1,14
510,1,9
510,1,36
510,1,6
510,1,10
510,1,16
510,2,5
510,2,16
510,2,6
510,2,5
510,2,13
510,2,8
510,2,10
510,2,20
510,2,16
510,2,11
510,2,9
510,2,17
510,2,17
514,1,11
514,1,13
514,1,10
514,1,21
514,1,33
514,1,20
514,2,24
514,2,13
514,2,6
514,2,12
514,2,22
514,2,29
514,2,24
523,1,18
523,1,17
523,1,10
523,1,19
523,1,24
523,1,5
